唯一編碼,來源系統,來源系統縮寫,文件原系統頁面URL,題名,檔案類型,書卷名,類目階層,原始時間記錄,西元年,起始時間,結束時間,相關人員,相關組織,關鍵詞,摘要/全文,,機場標籤,會議主席,提案議員,相關議員,機關,相關機關
tlcda-236-010d-06-24-000000-1108,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=14749-29038,,議事錄,合併前直轄市議會第六屆第五次定期大會,質詢/建設部門質詢,2005/5/12~2005/5/12,2005,2005-05-12,2005-05-12,陳玲俐,高雄市政府交通局,,,,,,陳玲俐,,高雄市政府交通局,
tlcda-236-010d-06-24-000000-1109,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=14749-29039,,議事錄,合併前直轄市議會第六屆第五次定期大會,質詢/建設部門質詢,2005/5/12~2005/5/12,2005,2005-05-12,2005-05-12,陳玲俐,高雄市政府交通局,,,,,,陳玲俐,,高雄市政府交通局,
tlcda-236-013z-08-06-060800-0073,桃園縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=013z-08-06-060800-0073,議員郭木火質詢：換發身份證、鄉村缺乏醫療、營業執照、地政測量、妨害風化、機場興建工程等問題,議事錄,桃園縣議會第八屆第六次大會暨第九、十次臨時大會議事錄,質詢(含口頭質詢;書面質詢)/總質詢/-,########~########,####,########0&,#######0,郭木火,桃園縣政府警察局：局長，桃園縣政府衛生局：局長，桃園縣政府建設局：局長，桃園縣政府地政科：科長,,議員郭木火質詢：換發身份證、鄉村缺乏醫療、營業執照、地政測量、妨害風化、機場興建工程等問題,,,,郭木火,,桃園縣政府警察局：局長，桃園縣政府衛生局：局長，桃園縣政府建設局：局長，桃園縣政府地政科：科長,
tlcda-236-013z-10-02-060800-0278,桃園縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=013z-10-02-060800-0278,議員郭健章質詢：中山機場興建安遷戶與陽明社區空地利用問題,議事錄,桃園縣議會第十屆第二次大會暨第四次臨時會議事錄,質詢(含口頭質詢;書面質詢)/總質詢/-,1982/11/3~########,1982,1982-11-03,########0,郭健章,桃園縣政府計劃室：主任：胡俊雄,,議員郭健章質詢：中山機場興建安遷戶與陽明社區空地利用問題,,,,郭健章,,桃園縣政府計劃室：主任：胡俊雄,
tlcda-236-013z-10-04-050601-0388,桃園縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=013z-10-04-050601-0388,請桃園縣政府編列預算於中正機場興建國父銅像,議事錄,桃園縣議會第十屆第四次大會暨第八次臨時會議事錄,提案/決議案(含執行情形)/民政,1984/11/1~########,1984,1984-11-01,########0,呂淋永;黃文波，曾文福，邱創良,桃園縣政府，中正機場,,請桃園縣政府編列預算於中正機場興建國父銅像,,,,呂淋永,黃文波，曾文福，邱創良,,桃園縣政府，中正機場
tlcda-236-017c-13-05-000000-0016,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-13-05-000000-0016,,議事錄,第十三屆第三次大會,乙;報告事項/ 一;縣長施政報告,1995-00-00~1995-00-00,1995,1995-00-00,1995-00-00,,,,,,,,,,,
tlcda-236-017c-13-06-000000-0016,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-13-06-000000-0016,,議事錄,第十三屆第四次大會,乙;報告事項/ 一;縣長拖政報告,1995-00-00~1995-00-00,1995,1995-00-00,1995-00-00,,,,,,,,,,,
tlcda-236-017c-13-06-000000-0018,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-13-06-000000-0018,,議事錄,第十三屆第四次大會,乙;報告事項/ 三;縣政府各單位工作報告,1995-00-00~1995-00-00,1995,1995-00-00,1995-00-00,,,,,,,,,,,
tlcda-236-017c-13-08-000000-0017,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-13-08-000000-0017,,議事錄,第十三屆第五次大會,乙;報告事項/ 一;縣長施政報告,1996-00-00~1996-00-00,1996,1996-00-00,1996-00-00,,,,,,,,,,,
tlcda-236-017c-13-08-000000-0018,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-13-08-000000-0018,,議事錄,第十三屆第五次大會,乙;報告事項/ 二;縣政府各單位工作報告,1996-00-00~1996-00-00,1996,1996-00-00,1996-00-00,,,,,,,,,,,
tlcda-236-017c-13-10-000000-0017,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-13-10-000000-0017,,議事錄,第十三屆第六次大會,乙;報告事項/ 一;縣長施政報告,1996-00-00~1996-00-00,1996,1996-00-00,1996-00-00,,,,,,,,,,,
tlcda-236-017c-13-10-000000-0018,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-13-10-000000-0018,,議事錄,第十三屆第六次大會,乙;報告事項/ 二;縣政府各單位工作報告,1996-00-00~1996-00-00,1996,1996-00-00,1996-00-00,,,,,,,,,,,
tlcda-236-017c-14-01-000000-0022,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-14-01-000000-0022,,議事錄,第十四屆議員宣誓就職典禮暨第一、二次臨時會,丙;決議事項/ 二;縣政府提案,1998-00-00~1998-00-00,1998,1998-00-00,1998-00-00,,,,,,,,,,,
tlcda-236-017c-14-03-000000-0021,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-14-03-000000-0021,,議事錄,第十四屆第二次大會,丁;質詢及答覆/ 二;縣政總質詢,1998-00-00~1998-00-00,1998,1998-00-00,1998-00-00,,,,,,,,,,,
tlcda-236-017c-14-05-000000-0023,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-14-05-000000-0023,,議事錄,第十四屆第三次大會暨第七、八次臨時會,肆;會議紀錄/甲;各次會議紀錄/ 三;第三次會議紀錄,1999-04-00~1999-04-00,1999,1999-04-00,1999-04-00,,,,,,,,,,,
tlcda-236-017c-14-05-000000-0049,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-14-05-000000-0049,,議事錄,第十四屆第三次大會暨第七、八次臨時會,柒;質詢與答覆/ 甲;縣政府各單位業務質詢,1999-04-00~1999-04-00,1999,1999-04-00,1999-04-00,,,,,,,,,,,
tlcda-236-017c-14-08-000000-0029,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-14-08-000000-0029,,議事錄,第十四屆第七次大會暨第十八次臨時會,柒;質詢與答覆/ 甲;縣政府各單位業務質詢,2001-00-00~2001-00-00,2001,2001-00-00,2001-00-00,,,,,,,,,,,
tlcda-236-017c-15-03-000000-0030,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-15-03-000000-0030,,議事錄,第十五屆第二次大會暨第三、四、五、六次臨時會,陸;質詢與答覆/ 甲;縣政質詢,2002-00-00~2002-00-00,2002,2002-00-00,2002-00-00,,,,,,,,,,,
tlcda-236-017c-16-05-000000-0029,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-16-05-000000-0029,,議事錄,第十六屆第四次定期會暨第八、九、十、十一、十二次臨時會,陸;質詢與答覆/ 甲;縣政質詢,2007-00-00~2007-00-00,2007,2007-00-00,2007-00-00,,,,,,,,,,,
tlcda-236-017c-17-06-000000-0004,彰化縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=017c-17-06-000000-0004,,議事錄,第十七屆第五次定期會暨第十三、十四次臨時會,肆;報告事項/ 甲;彰化縣政府施政報告,2012-00-00~2012-00-00,2012,2012-00-00,2012-00-00,,,,,,,,,,,
tlcda-236-024c-13-13-060800-0159,花蓮縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=024c-13-13-060800-0159,議員閻廷相質詢：玉里到長良大橋引道工程辦理情形，狂犬病疫苗儲備情形，流浪犬處理問題，卓溪聯外道路問題，蝴蝶谷和安通溫泉道路問題，成立南區輕航機場規劃情形。,議事錄,花蓮縣議會第十三屆第七次定期會第十四、十五、十六、十七、十八次臨時大會議事錄（上冊）,質詢(含口頭質詢;書面質詢)/總質詢/-,1997/5/12~1997/5/12,1997,1997-05-12,1997-05-12,蔡文景;閻廷相;柯真珠,花蓮縣政府民政局：局長：黃新興，花蓮縣政府農業局：局長：杜麗華，花蓮縣慢性病防治所：所長：張啓超,,議員閻廷相質詢：玉里到長良大橋引道工程辦理情形，狂犬病疫苗儲備情形，流浪犬處理問題，卓溪聯外道路問題，蝴蝶谷和安通溫泉道路問題，成立南區輕航機場規劃情形。,,,蔡文景,閻廷相,柯真珠,花蓮縣政府民政局：局長：黃新興，花蓮縣政府農業局：局長：杜麗華，花蓮縣慢性病防治所：所長：張啓超,
tlcda-236-024c-15-13-060800-0132,花蓮縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=024c-15-13-060800-0132,議員謝國榮質詢：花蓮機場興建落成問題，蘇花高營運與經費籌措情形，污水下水道工程施工及交通影響情形，獨居老人集中用餐辦理情形。,議事錄,花蓮縣議會第十五屆第七次定期大會暨第十八、十九次臨時大會議事錄（上冊）,質詢(含口頭質詢;書面質詢)/總質詢/-,2005/5/17~2005/5/17,2005,2005-05-17,2005-05-17,楊文值;謝國榮;鍾逸文，黃憲東,花蓮縣政府：縣長：謝深山，花蓮縣政府工務局：代理局長：黃吉彬，花蓮縣政府社會局：局長：栗國軫,,議員謝國榮質詢：花蓮機場興建落成問題，蘇花高營運與經費籌措情形，污水下水道工程施工及交通影響情形，獨居老人集中用餐辦理情形。,,,楊文值,謝國榮,鍾逸文，黃憲東,花蓮縣政府：縣長：謝深山，花蓮縣政府工務局：代理局長：黃吉彬，花蓮縣政府社會局：局長：栗國軫,
tlcda-236-028c-02-04-050602-0153,連江縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=028c-02-04-050602-0153,為應南竿機場興建需要，連江縣監理所辦公大樓考驗場所及附屬設施將配合全部拆除，另由交通部國工局予以規劃補償遷移，因其使用年限未屆，惠予同意先行報廢，請審議。,議事錄,連江縣議會第二屆第四次定期大會及第三次臨時會,提案/決議案(含執行情形)/財政,1999/9/30~1999/10/2,1999,1999-09-30,1999-10-02,,連江縣政府;連江縣監理所，交通部國工局,,為應南竿機場興建需要，連江縣監理所辦公大樓考驗場所及附屬設施將配合全部拆除，另由交通部國工局予以規劃補償遷移，因其使用年限未屆，惠予同意先行報廢，請審議。,,,,,,連江縣政府,連江縣監理所，交通部國工局
tlcda-236-028c-02-04-050602-0154,連江縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=028c-02-04-050602-0154,連江縣農改場所屬南竿苗圃及作物試驗場為配合南竿機場興建，即將於近期內遷移至津沙農場，其土地上建築物等相關設施辦理財產報廢（檢附相關文件乙份），敬請惠予審議。,議事錄,連江縣議會第二屆第四次定期大會及第三次臨時會,提案/決議案(含執行情形)/財政,1999/9/30~1999/10/2,1999,1999-09-30,1999-10-02,,連江縣政府,,連江縣農改場所屬南竿苗圃及作物試驗場為配合南竿機場興建，即將於近期內遷移至津沙農場，其土地上建築物等相關設施辦理財產報廢（檢附相關文件乙份），敬請惠予審議。,,,,,,連江縣政府,
tlcda-236-JN0000015651,臺北市議會;地方議會議事錄,tlcda,http://taipeiinthemaking.tcc.gov.tw/cgi-bin/gs32/gsweb.cgi?o=dalldb&s=id=%22JN0000015651%22.&searchmode=basic,業務質詢及答覆-工務部門第四組一、我們支持立委簡又新最近所提「國土重新規劃」案二分之一的內容：（一）贊成拍賣和廢除「松山機場」，興建另一個新副都市中心。（二）反對興建「高速鐵路」。請教徐德餘工務局長、柯鄉黨都委會執行秘書之高見。二、「前進高棉」漫談工務。三、「我這樣過了一生」嘆論國宅業務之存廢。四、還是「合理標」來的合理！五、據「外電報導」：臺北市「東西向快速道路」擬改為「東西向慢速道路」？！六、「地下管線諮詢查閱中心」何時成立？七、「魂斷藍橋」談「中興大橋」的英年早逝！八、再談「關渡平原」的開發問題。,議事錄,臺北市議會第五屆第三次定期大會暨第八、九、十、十一次臨時大會議事錄（二）,臺北市議會/質詢及答覆,1987/4/3~1987/4/3,1987,1987-04-03,1987-04-03,張秋雄，陳怡榮，秦茂松，林宏熙，陳必強;徐德餘，林宗敏，柯鄉黨,工務部門有關各單位,,業務質詢及答覆-工務部門第四組一、我們支持立委簡又新最近所提「國土重新規劃」案二分之一的內容：（一）贊成拍賣和廢除「松山機場」，興建另一個新副都市中心。（二）反對興建「高速鐵路」。請教徐德餘工務局長、柯鄉黨都委會執行秘書之高見。二、「前進高棉」漫談工務。三、「我這樣過了一生」嘆論國宅業務之存廢。四、還是「合理標」來的合理！五、據「外電報導」：臺北市「東西向快速道路」擬改為「東西向慢速道路」？！六、「地下管線諮詢查閱中心」何時成立？七、「魂斷藍橋」談「中興大橋」的英年早逝！八、再談「關渡平原」的開發問題。,,,,張秋雄，陳怡榮，秦茂松，林宏熙，陳必強,徐德餘，林宗敏，柯鄉黨,工務部門有關各單位,
tlcda-236-PR0000008311,臺北市議會;地方議會議事錄,tlcda,http://taipeiinthemaking.tcc.gov.tw/cgi-bin/gs32/gsweb.cgi?o=dalldb&s=id=%22PR0000008311%22.&searchmode=basi,業務質詢及答覆-工務部門第四組一、我們支持立委簡又新最近所提「國土重新規劃」案二分之一的內容：（一）贊成拍賣和廢除「松山機場」，興建另一個新副都市中心。（二）反對興建「高速鐵路」。請教徐德餘工務局長、柯鄉黨都委會執行秘書之高見。二、「前進高棉」漫談工務。三、「我這樣過了一生」嘆論國宅業務之存廢。四、還是「合理標」來的合理！五、據「外電報導」：臺北市「東西向快速道路」擬改為「東西向慢速道路」？！六、「地下管線諮詢查閱中心」何時成立？七、「魂斷藍橋」談「中興大橋」的英年早逝！八、再談「關渡平原」的開發問題。,議事公報,臺北市議會公報（合訂本）第三十四卷（上）,臺北市議會/質詢及答覆,1987/4/3~1987/4/3,1987,1987-04-03,1987-04-03,張秋雄，陳怡榮，秦茂松，林宏熙，陳必強;徐德餘，林宗敏，柯鄉黨,工務局，建管處，都委會,,業務質詢及答覆-工務部門第四組一、我們支持立委簡又新最近所提「國土重新規劃」案二分之一的內容：（一）贊成拍賣和廢除「松山機場」，興建另一個新副都市中心。（二）反對興建「高速鐵路」。請教徐德餘工務局長、柯鄉黨都委會執行秘書之高見。二、「前進高棉」漫談工務。三、「我這樣過了一生」嘆論國宅業務之存廢。四、還是「合理標」來的合理！五、據「外電報導」：臺北市「東西向快速道路」擬改為「東西向慢速道路」？！六、「地下管線諮詢查閱中心」何時成立？七、「魂斷藍橋」談「中興大橋」的英年早逝！八、再談「關渡平原」的開發問題。,,,,張秋雄，陳怡榮，秦茂松，林宏熙，陳必強,徐德餘，林宗敏，柯鄉黨,工務局，建管處，都委會,
